filename,width,height,class,xmin,ymin,xmax,ymax
oplot_m_l3_jpg.rf.7fa20a4ef9588512514e639d1eb051e5.jpg,512,384,tanks,453,304,513,380
t72b3_l8_jpg.rf.e977ec9e9894f3b3f0d547e262bf5318.jpg,512,381,tanks,1,1,425,144
t72b3_l8_jpg.rf.e977ec9e9894f3b3f0d547e262bf5318.jpg,512,381,tanks,425,1,513,119
t72b3_l8_jpg.rf.e977ec9e9894f3b3f0d547e262bf5318.jpg,512,381,tanks,203,157,414,266
t72b3_l8_jpg.rf.e977ec9e9894f3b3f0d547e262bf5318.jpg,512,381,tanks,425,157,513,345
leopard_2pl_l2_jpg.rf.145bafb809b2ea9138535b1d8286181f.jpg,512,336,tanks,206,50,508,115
leopard_2pl_l2_jpg.rf.145bafb809b2ea9138535b1d8286181f.jpg,512,336,tanks,7,118,164,310
leopard_2pl_l2_jpg.rf.145bafb809b2ea9138535b1d8286181f.jpg,512,336,tanks,226,231,513,337
type_74_l6_jpg.rf.ff67f9a5349d1ec22ca61d1c9646fbe9.jpg,512,384,tanks,341,1,508,123
type_74_l6_jpg.rf.ff67f9a5349d1ec22ca61d1c9646fbe9.jpg,512,384,tanks,46,123,226,368
sabra_l4_jpg.rf.379c2fae4be4e6850755c0b101e37e82.jpg,512,342,tanks,95,149,513,343
pl_01_l1_jpg.rf.3a4b2446222aa8da62ec8b580f682ab3.jpg,512,342,tanks,64,1,328,104
pl_01_l1_jpg.rf.3a4b2446222aa8da62ec8b580f682ab3.jpg,512,342,tanks,84,145,326,274
pl_01_l1_jpg.rf.3a4b2446222aa8da62ec8b580f682ab3.jpg,512,342,tanks,357,135,513,287
k21_105_l5_jpg.rf.c940d0051b05480d4036256e09117943.jpg,400,266,tanks,1,1,268,117
mbt_3000_l2_jpg.rf.b47296e4f12929b2c92881182fbf281e.jpg,512,353,tanks,1,1,148,212
mbt_3000_l2_jpg.rf.b47296e4f12929b2c92881182fbf281e.jpg,512,353,tanks,159,1,291,140
mbt_3000_l2_jpg.rf.b47296e4f12929b2c92881182fbf281e.jpg,512,353,tanks,159,212,387,354
merkava_mk3_l5_jpg.rf.b8db4eeb11a74349e359228e9667706d.jpg,512,349,tanks,47,1,311,199
merkava_mk3_l5_jpg.rf.b8db4eeb11a74349e359228e9667706d.jpg,512,349,tanks,1,199,45,350
merkava_mk3_l5_jpg.rf.b8db4eeb11a74349e359228e9667706d.jpg,512,349,tanks,338,199,443,350
m84ab1_l1_jpg.rf.838f26ed3ef678d2635c987e87443928.jpg,512,415,tanks,121,24,328,191
m84ab1_l1_jpg.rf.838f26ed3ef678d2635c987e87443928.jpg,512,415,tanks,124,211,284,414
m84ab1_l1_jpg.rf.838f26ed3ef678d2635c987e87443928.jpg,512,415,tanks,328,191,513,416
type_96_l4_jpg.rf.f1210a15c50559f02e6210175f666ea3.jpg,300,165,tanks,268,156,301,166
type_96_l4_jpg.rf.f1210a15c50559f02e6210175f666ea3.jpg,300,165,tanks,265,109,281,114
type_96_l4_jpg.rf.f1210a15c50559f02e6210175f666ea3.jpg,300,165,tanks,290,110,301,117
type_96_l4_jpg.rf.f1210a15c50559f02e6210175f666ea3.jpg,300,165,tanks,297,72,301,77
type_96_l4_jpg.rf.f1210a15c50559f02e6210175f666ea3.jpg,300,165,tanks,95,42,226,81
type_96_l4_jpg.rf.f1210a15c50559f02e6210175f666ea3.jpg,300,165,tanks,2,42,124,88
type_74_l8_jpg.rf.d87eaf04a19fedc1a30c313c2127293c.jpg,512,384,tanks,139,1,323,212
type_74_l8_jpg.rf.d87eaf04a19fedc1a30c313c2127293c.jpg,512,384,tanks,50,212,233,371
leopard_2a5_l7_jpg.rf.57beef34876e54a1d0e917900319ee30.jpg,512,341,tanks,380,341,392,342
leopard_2a5_l7_jpg.rf.57beef34876e54a1d0e917900319ee30.jpg,512,341,tanks,233,325,351,342
type_99_l8_jpg.rf.33144fc8a779be8c3283276d34e3b263.jpg,512,396,tanks,1,237,219,397
type_99_l8_jpg.rf.33144fc8a779be8c3283276d34e3b263.jpg,512,396,tanks,103,181,505,397
type_99_l8_jpg.rf.33144fc8a779be8c3283276d34e3b263.jpg,512,396,tanks,309,67,513,231
type_99_l2_jpg.rf.ee567dc823eacaddf03f1814fcb0834e.jpg,512,496,tanks,195,1,512,200
type_99_l2_jpg.rf.ee567dc823eacaddf03f1814fcb0834e.jpg,512,496,tanks,1,333,195,497
zulfiqar_1_l8_jpg.rf.f20f3acdc88860f9cb196334c07ad71c.jpg,300,225,tanks,27,1,301,117
m90_vihor_l3_jpg.rf.d43eab7c72cef95afe17c6596d8c4720.jpg,350,261,tanks,1,49,351,262
tusk_l4_jpg.rf.5e6bf7cff1353b0ee44477a3bc111142.jpg,512,368,tanks,31,191,513,369
t80u_l2_jpg.rf.df001f3fa963d75602538061aefdbc62.jpg,512,384,tanks,1,1,164,173
t80u_l2_jpg.rf.df001f3fa963d75602538061aefdbc62.jpg,512,384,tanks,244,1,378,173
t80u_l2_jpg.rf.df001f3fa963d75602538061aefdbc62.jpg,512,384,tanks,13,173,164,355
t80u_l2_jpg.rf.df001f3fa963d75602538061aefdbc62.jpg,512,384,tanks,343,173,463,378
oplot_l9_jpg.rf.12ceecd1ed9f2c3ee0e2fee4797c7a39.jpg,512,384,tanks,1,1,277,239
oplot_l9_jpg.rf.12ceecd1ed9f2c3ee0e2fee4797c7a39.jpg,512,384,tanks,277,1,513,193
oplot_l9_jpg.rf.12ceecd1ed9f2c3ee0e2fee4797c7a39.jpg,512,384,tanks,158,304,277,369
m60a3_l7_jpg.rf.31613d3977614050b3b00589d0fc7b1f.jpg,512,384,tanks,365,129,503,200
m60a3_l7_jpg.rf.31613d3977614050b3b00589d0fc7b1f.jpg,512,384,tanks,278,193,292,200
t72b3_l2_jpg.rf.d289ad0f69de88b3ff6c509715c815f8.jpg,512,384,tanks,1,1,179,272
type_98_main_jpg.rf.411f62828c76540d6fd042c8aa56aaa4.jpg,512,384,tanks,8,1,267,158
type_98_main_jpg.rf.411f62828c76540d6fd042c8aa56aaa4.jpg,512,384,tanks,267,1,513,103
type_98_main_jpg.rf.411f62828c76540d6fd042c8aa56aaa4.jpg,512,384,tanks,1,158,267,284
type_98_main_jpg.rf.411f62828c76540d6fd042c8aa56aaa4.jpg,512,384,tanks,297,162,508,335
type_74_l2_jpg.rf.3c75568f9cb589f979613573707f35ba.jpg,512,384,tanks,1,1,103,187
type_74_l2_jpg.rf.3c75568f9cb589f979613573707f35ba.jpg,512,384,tanks,87,196,168,360
type_74_l2_jpg.rf.3c75568f9cb589f979613573707f35ba.jpg,512,384,tanks,1,196,67,379
type_74_l2_jpg.rf.3c75568f9cb589f979613573707f35ba.jpg,512,384,tanks,308,196,399,351
oplot_l10_jpg.rf.b6c61dc9ee076de9b968a6cc5d46e7be.jpg,512,321,tanks,216,317,246,322
oplot_l10_jpg.rf.b6c61dc9ee076de9b968a6cc5d46e7be.jpg,512,321,tanks,147,271,227,322
oplot_l10_jpg.rf.b6c61dc9ee076de9b968a6cc5d46e7be.jpg,512,321,tanks,102,291,151,322
amx_30_l6_jpg.rf.7223888d9d6eec1600c7dcdec5962d9d.jpg,375,247,tanks,233,1,376,114
amx_30_l6_jpg.rf.7223888d9d6eec1600c7dcdec5962d9d.jpg,375,247,tanks,22,114,233,248
amx_30_l6_jpg.rf.7223888d9d6eec1600c7dcdec5962d9d.jpg,375,247,tanks,335,114,376,248
type_74_l4_jpg.rf.4d935c8097e6215487f4bf27d0d5ccc4.jpg,512,384,tanks,1,1,175,189
type_74_l4_jpg.rf.4d935c8097e6215487f4bf27d0d5ccc4.jpg,512,384,tanks,350,190,512,259
merkava_mk2_l4_jpg.rf.5f7dc014088b9174d11cff77a7ecf20e.jpg,512,384,tanks,113,1,267,181
merkava_mk2_l4_jpg.rf.5f7dc014088b9174d11cff77a7ecf20e.jpg,512,384,tanks,321,1,513,181
merkava_mk2_l4_jpg.rf.5f7dc014088b9174d11cff77a7ecf20e.jpg,512,384,tanks,1,181,216,385
merkava_mk2_l4_jpg.rf.5f7dc014088b9174d11cff77a7ecf20e.jpg,512,384,tanks,267,181,476,385
tank_ex_main_jpg.rf.62d98d5921751499de4096871002c68e.jpg,300,174,tanks,9,1,301,168
amx_30_l7_jpg.rf.81bfe793771a8d97afd51bdec022e753.jpg,250,148,tanks,42,1,251,92
m1a2_sep_main_jpg.rf.f06a64067f6d4d96a170da12d7e5a1a4.jpg,512,384,tanks,18,11,277,154
m1a2_sep_main_jpg.rf.f06a64067f6d4d96a170da12d7e5a1a4.jpg,512,384,tanks,319,7,513,162
m1a2_sep_main_jpg.rf.f06a64067f6d4d96a170da12d7e5a1a4.jpg,512,384,tanks,277,1,325,89
m1a2_sep_main_jpg.rf.f06a64067f6d4d96a170da12d7e5a1a4.jpg,512,384,tanks,118,200,277,385
m1a2_sep_main_jpg.rf.f06a64067f6d4d96a170da12d7e5a1a4.jpg,512,384,tanks,277,200,513,371
m84_l4_jpg.rf.de738dfd65b4e50ce58b4daeeaca55c2.jpg,512,384,tanks,15,1,305,207
m84_l4_jpg.rf.de738dfd65b4e50ce58b4daeeaca55c2.jpg,512,384,tanks,384,1,513,104
m84_l4_jpg.rf.de738dfd65b4e50ce58b4daeeaca55c2.jpg,512,384,tanks,10,227,307,362
m84_l4_jpg.rf.de738dfd65b4e50ce58b4daeeaca55c2.jpg,512,384,tanks,308,227,513,376
leopard_2pl_main_jpg.rf.f514b9f9779f41efe1ac04d49ef96340.jpg,512,384,tanks,64,1,214,213
leopard_2pl_main_jpg.rf.f514b9f9779f41efe1ac04d49ef96340.jpg,512,384,tanks,343,30,415,216
leopard_2pl_main_jpg.rf.f514b9f9779f41efe1ac04d49ef96340.jpg,512,384,tanks,297,98,513,173
leopard_2pl_main_jpg.rf.f514b9f9779f41efe1ac04d49ef96340.jpg,512,384,tanks,19,321,114,385
leopard_2pl_main_jpg.rf.f514b9f9779f41efe1ac04d49ef96340.jpg,512,384,tanks,1,252,297,385
leopard_2pl_main_jpg.rf.f514b9f9779f41efe1ac04d49ef96340.jpg,512,384,tanks,297,216,352,385
chieftain_untold_story_main_jpg.rf.ea7bc3eb80c5e53e6691782226675b51.jpg,450,200,tanks,266,64,296,109
chieftain_untold_story_main_jpg.rf.ea7bc3eb80c5e53e6691782226675b51.jpg,450,200,tanks,13,109,265,201
chieftain_untold_story_main_jpg.rf.ea7bc3eb80c5e53e6691782226675b51.jpg,450,200,tanks,266,109,451,192
sabra_main_jpg.rf.d242ccc64144f6436cb35cc8c11ffd2d.jpg,300,181,tanks,296,108,301,116
sabra_main_jpg.rf.d242ccc64144f6436cb35cc8c11ffd2d.jpg,300,181,tanks,15,118,301,182
t72b3_main_jpg.rf.40ec2f056f34420b35e33bc14fb3503b.jpg,512,342,tanks,2,1,244,193
t72b3_main_jpg.rf.40ec2f056f34420b35e33bc14fb3503b.jpg,512,342,tanks,246,1,356,195
t72b3_main_jpg.rf.40ec2f056f34420b35e33bc14fb3503b.jpg,512,342,tanks,1,219,246,343
revolution_l6_jpg.rf.758889cc92173c906ed675eb02b0bf7b.jpg,512,512,tanks,1,1,217,205
revolution_l6_jpg.rf.758889cc92173c906ed675eb02b0bf7b.jpg,512,512,tanks,292,1,513,160
revolution_l6_jpg.rf.758889cc92173c906ed675eb02b0bf7b.jpg,512,512,tanks,1,241,292,513
revolution_l6_jpg.rf.758889cc92173c906ed675eb02b0bf7b.jpg,512,512,tanks,310,205,513,473
vickers_mk4_main_jpg.rf.fd3dc2bfdc45654ee6dabd6799b0d448.jpg,300,139,tanks,47,43,301,140
zulfiqar_1_l7_jpg.rf.74eeec8013462c4661afb1cc339569d3.jpg,400,300,tanks,1,1,173,81
zulfiqar_1_l7_jpg.rf.74eeec8013462c4661afb1cc339569d3.jpg,400,300,tanks,334,1,401,145
zulfiqar_1_l7_jpg.rf.74eeec8013462c4661afb1cc339569d3.jpg,400,300,tanks,69,163,173,260
zulfiqar_1_l7_jpg.rf.74eeec8013462c4661afb1cc339569d3.jpg,400,300,tanks,195,163,401,301
k2_black_panther_mbt_l5_jpg.rf.1d97ba8f5f88bed56b392af30fb90d10.jpg,512,332,tanks,254,1,425,110
k2_black_panther_mbt_l5_jpg.rf.1d97ba8f5f88bed56b392af30fb90d10.jpg,512,332,tanks,1,144,153,281
k2_black_panther_mbt_l5_jpg.rf.1d97ba8f5f88bed56b392af30fb90d10.jpg,512,332,tanks,80,140,233,296
k2_black_panther_mbt_l5_jpg.rf.1d97ba8f5f88bed56b392af30fb90d10.jpg,512,332,tanks,251,140,400,333
merkava_mk1_l6_jpg.rf.5fa7bbfc46f963f39d0b20a7b75d9e54.jpg,512,385,tanks,41,1,513,292
zbd_2000_light_tank_main_jpg.rf.5ac4a19b12d1087093fee71b8bf9083e.jpg,300,199,tanks,1,1,282,117
magach_7_l5_jpg.rf.17fe0c2734ce03fdb033e60c57999cd3.jpg,512,366,tanks,171,273,513,367
k1a1_main_jpg.rf.a59e142da2614b28884506c37ee9829a.jpg,512,384,tanks,273,201,280,205
k1a1_main_jpg.rf.a59e142da2614b28884506c37ee9829a.jpg,512,384,tanks,172,155,273,207
k1a1_main_jpg.rf.a59e142da2614b28884506c37ee9829a.jpg,512,384,tanks,300,2,478,208
k1a1_main_jpg.rf.a59e142da2614b28884506c37ee9829a.jpg,512,384,tanks,441,204,463,208
k1a1_main_jpg.rf.a59e142da2614b28884506c37ee9829a.jpg,512,384,tanks,1,255,282,385
tusk_l8_jpg.rf.34b82752a1b8f5a00aa89faf99eec8f4.jpg,512,341,tanks,25,275,124,342
chieftain_main_jpg.rf.df4aa173440e4522bf87a5113f973001.jpg,512,384,tanks,86,50,307,199
type_99_l7_jpg.rf.746d6fa06ae4e560aee72d9a537bf725.jpg,512,339,tanks,76,1,277,143
type_99_l7_jpg.rf.746d6fa06ae4e560aee72d9a537bf725.jpg,512,339,tanks,1,229,277,340
t72b4_l1_jpg.rf.6bbca7fa84e7c344a1e06feb4f662af3.jpg,512,384,tanks,58,147,513,385
leopard_2_l10_jpg.rf.44b5e03a40309cf3370ac762f7203de1.jpg,512,384,tanks,1,128,197,223
leopard_2_l10_jpg.rf.44b5e03a40309cf3370ac762f7203de1.jpg,512,384,tanks,287,96,513,182
leopard_2_l10_jpg.rf.44b5e03a40309cf3370ac762f7203de1.jpg,512,384,tanks,1,309,30,385
leopard_2_l10_jpg.rf.44b5e03a40309cf3370ac762f7203de1.jpg,512,384,tanks,287,282,379,385
t64_l3_jpg.rf.c3941985ac7783f727a44d1a151b7f12.jpg,400,205,tanks,145,149,401,206
bmpt_l2_jpg.rf.0f17c46ec3af775c9763a104bef4397b.jpg,512,384,tanks,1,1,313,128
bmpt_l2_jpg.rf.0f17c46ec3af775c9763a104bef4397b.jpg,512,384,tanks,313,1,427,173
bmpt_l2_jpg.rf.0f17c46ec3af775c9763a104bef4397b.jpg,512,384,tanks,5,182,194,317
bmpt_l2_jpg.rf.0f17c46ec3af775c9763a104bef4397b.jpg,512,384,tanks,313,173,513,385
t55_l9_jpg.rf.bdae2b65fa2cf3d1cc7b6599216a21ba.jpg,400,379,tanks,392,357,394,380
merkava_mk3_l7_jpg.rf.b1de4fca5fd3a3548f5496907fe4921c.jpg,500,326,tanks,1,189,348,327
tank_technology_demonstrator_main_jpg.rf.63dc39390a8160cab6f2472013664772.jpg,400,299,tanks,38,36,213,114
tank_technology_demonstrator_main_jpg.rf.63dc39390a8160cab6f2472013664772.jpg,400,299,tanks,264,39,401,114
merkava_mk3_l10_jpg.rf.904a4cb3f46eaec2490b295193be6b1e.jpg,512,384,tanks,280,1,513,201
merkava_mk3_l10_jpg.rf.904a4cb3f46eaec2490b295193be6b1e.jpg,512,384,tanks,36,204,226,385
merkava_mk3_l10_jpg.rf.904a4cb3f46eaec2490b295193be6b1e.jpg,512,384,tanks,396,204,513,337
vfm_5_l2_jpg.rf.f8c9075c8967380bc6ec39bd304a8244.jpg,360,203,tanks,1,152,336,204
type_74_main_jpg.rf.557cebb7d7d32a78856c65c3b53d13e8.jpg,300,200,tanks,270,128,301,137
type_74_main_jpg.rf.557cebb7d7d32a78856c65c3b53d13e8.jpg,300,200,tanks,29,143,301,201
m60_patton_l1_jpg.rf.e71fd400ee4e3923b65345d89d381ddf.jpg,512,384,tanks,1,25,249,223
m60_patton_l1_jpg.rf.e71fd400ee4e3923b65345d89d381ddf.jpg,512,384,tanks,323,1,513,142
m1a1_abrams_l2_jpg.rf.ecd8773d7a0f260ff85425592f6e8588.jpg,512,341,tanks,1,14,195,164
m1a1_abrams_l2_jpg.rf.ecd8773d7a0f260ff85425592f6e8588.jpg,512,341,tanks,221,1,513,164
m1a1_abrams_l2_jpg.rf.ecd8773d7a0f260ff85425592f6e8588.jpg,512,341,tanks,1,164,118,291
m1a1_abrams_l2_jpg.rf.ecd8773d7a0f260ff85425592f6e8588.jpg,512,341,tanks,221,164,513,342
vt4_main_jpg.rf.50aa0685f4b333f4d3a7eff7559b992a.jpg,300,200,tanks,1,133,152,201
t84_yatagan_l4_jpg.rf.e42424591acfaa88f3befbce04494104.jpg,512,330,tanks,15,76,257,129
t84_yatagan_l4_jpg.rf.e42424591acfaa88f3befbce04494104.jpg,512,330,tanks,299,1,513,129
t84_yatagan_l4_jpg.rf.e42424591acfaa88f3befbce04494104.jpg,512,330,tanks,145,275,257,331
t84_yatagan_l4_jpg.rf.e42424591acfaa88f3befbce04494104.jpg,512,330,tanks,376,328,386,330
t84_yatagan_l4_jpg.rf.e42424591acfaa88f3befbce04494104.jpg,512,330,tanks,397,252,513,331
t84_yatagan_l4_jpg.rf.e42424591acfaa88f3befbce04494104.jpg,512,330,tanks,311,310,346,331
type_74_l4_jpg.rf.3c9f7dc799f02e704136c45c120b042c.jpg,512,349,tanks,9,1,513,280
t90_l6_jpg.rf.7adb29322a956db58878e8e0edef2363.jpg,512,341,tanks,187,277,425,342
t72b4_l1_jpg.rf.2a8b866379fa2117b8253b3ccaa2fa0f.jpg,512,384,tanks,1,1,481,312
t72b3_main_jpg.rf.20c2cb3f7dd71f52086e15b5fec3ba9a.jpg,400,300,tanks,14,8,191,157
t72b3_main_jpg.rf.20c2cb3f7dd71f52086e15b5fec3ba9a.jpg,400,300,tanks,207,1,401,193
t72b3_main_jpg.rf.20c2cb3f7dd71f52086e15b5fec3ba9a.jpg,400,300,tanks,1,193,193,301
t72b3_main_jpg.rf.20c2cb3f7dd71f52086e15b5fec3ba9a.jpg,400,300,tanks,193,193,401,277
m60_phoenix_l2_jpg.rf.5b0b1419a65b3f28e20deb65d6a774a6.jpg,400,270,tanks,1,1,400,271
t84_l3_jpg.rf.0b7b6f4546c6bd746703cf59b9a1b384.jpg,512,341,tanks,257,23,335,113
t84_l3_jpg.rf.0b7b6f4546c6bd746703cf59b9a1b384.jpg,512,341,tanks,30,43,133,113
t84_l3_jpg.rf.0b7b6f4546c6bd746703cf59b9a1b384.jpg,512,341,tanks,24,1,86,59
t84_l3_jpg.rf.0b7b6f4546c6bd746703cf59b9a1b384.jpg,512,341,tanks,207,160,338,201
t84_l3_jpg.rf.0b7b6f4546c6bd746703cf59b9a1b384.jpg,512,341,tanks,130,334,159,342
t84_l3_jpg.rf.0b7b6f4546c6bd746703cf59b9a1b384.jpg,512,341,tanks,427,178,481,336
challenger_1_l3_jpg.rf.25d403ac11e6b86991029981580cade1.jpg,512,380,tanks,1,185,427,381
challenger_1_l3_jpg.rf.25d403ac11e6b86991029981580cade1.jpg,512,380,tanks,1,281,3,288
chieftain_untold_story_main_jpg.rf.d21d9e5d814a0d49be1c0ec1fe375c71.jpg,512,343,tanks,35,1,159,45
chieftain_untold_story_main_jpg.rf.d21d9e5d814a0d49be1c0ec1fe375c71.jpg,512,343,tanks,1,5,73,54
chieftain_untold_story_main_jpg.rf.d21d9e5d814a0d49be1c0ec1fe375c71.jpg,512,343,tanks,3,182,159,269
chieftain_untold_story_main_jpg.rf.d21d9e5d814a0d49be1c0ec1fe375c71.jpg,512,343,tanks,159,182,513,260
sabra_l6_jpg.rf.9d6961a1ffd48eb06f529c113696e8d2.jpg,512,384,tanks,1,1,134,223
sabra_l6_jpg.rf.9d6961a1ffd48eb06f529c113696e8d2.jpg,512,384,tanks,262,1,512,165
sabra_l6_jpg.rf.9d6961a1ffd48eb06f529c113696e8d2.jpg,512,384,tanks,268,10,283,41
sabra_l6_jpg.rf.9d6961a1ffd48eb06f529c113696e8d2.jpg,512,384,tanks,1,235,107,359
sabra_l6_jpg.rf.9d6961a1ffd48eb06f529c113696e8d2.jpg,512,384,tanks,262,223,513,341
type_96_main_jpg.rf.68fdd1afacdd3fdb3ee04259fa289ea6.jpg,300,200,tanks,47,22,301,201
m2002_l8_jpg.rf.b3c4f24109cd2ad97ee80aedfc74e5fb.jpg,512,341,tanks,373,252,513,342
m2002_l8_jpg.rf.b3c4f24109cd2ad97ee80aedfc74e5fb.jpg,512,341,tanks,1,98,217,342
tank_ex_l2_jpg.rf.61f1466b5dd9738eec9095c5a24baf6f.jpg,320,230,tanks,1,1,246,174
m1985_l1_jpg.rf.22df9286dedb43eb39d76836d8efb50d.jpg,512,341,tanks,390,1,513,40
m1985_l1_jpg.rf.22df9286dedb43eb39d76836d8efb50d.jpg,512,341,tanks,1,155,275,290
m1985_l1_jpg.rf.22df9286dedb43eb39d76836d8efb50d.jpg,512,341,tanks,390,147,513,319
tosan_main_jpg.rf.d8bdee0b5913ebe6ab91f5d6fbe0fc80.jpg,300,200,tanks,1,76,171,201
merkava_mk3_l6_jpg.rf.9e54b55e87c719b9941adf838ee41585.jpg,512,374,tanks,1,1,236,191
merkava_mk3_l6_jpg.rf.9e54b55e87c719b9941adf838ee41585.jpg,512,374,tanks,9,191,212,371
merkava_mk3_l6_jpg.rf.9e54b55e87c719b9941adf838ee41585.jpg,512,374,tanks,236,191,382,348
ikv_91_l2_jpg.rf.f59be9e00a6ee6738d83d604d4b8da22.jpg,512,384,tanks,105,1,159,144
ikv_91_l2_jpg.rf.f59be9e00a6ee6738d83d604d4b8da22.jpg,512,384,tanks,305,1,513,173
ikv_91_l2_jpg.rf.f59be9e00a6ee6738d83d604d4b8da22.jpg,512,384,tanks,104,176,159,218
ikv_91_l2_jpg.rf.f59be9e00a6ee6738d83d604d4b8da22.jpg,512,384,tanks,178,173,513,385
oplot_l3_jpg.rf.259b6b6869740b9e9572b213fef65d52.jpg,400,252,tanks,1,209,370,253
sprut_sd_l1_jpg.rf.63288c3d69d6f091bbf68801327f25e8.jpg,400,238,tanks,1,1,199,151
t95_l1_jpg.rf.96d931f3e64c455a79d54316dc215152.jpg,512,350,tanks,83,1,267,98
t95_l1_jpg.rf.96d931f3e64c455a79d54316dc215152.jpg,512,350,tanks,281,1,498,158
t95_l1_jpg.rf.96d931f3e64c455a79d54316dc215152.jpg,512,350,tanks,80,242,206,351
t95_l1_jpg.rf.96d931f3e64c455a79d54316dc215152.jpg,512,350,tanks,272,158,475,351
magach_7_l6_jpg.rf.04d59ab88350064508628d420a301a61.jpg,512,325,tanks,1,1,123,101
magach_7_l6_jpg.rf.04d59ab88350064508628d420a301a61.jpg,512,325,tanks,315,1,513,101
magach_7_l6_jpg.rf.04d59ab88350064508628d420a301a61.jpg,512,325,tanks,1,101,123,304
magach_7_l6_jpg.rf.04d59ab88350064508628d420a301a61.jpg,512,325,tanks,127,101,513,253
magach_7_l6_jpg.rf.04d59ab88350064508628d420a301a61.jpg,512,325,tanks,123,131,151,231
t72_main_jpg.rf.86fe15f244182c338b88a63d544af460.jpg,512,341,tanks,2,79,239,152
t72_main_jpg.rf.86fe15f244182c338b88a63d544af460.jpg,512,341,tanks,241,1,351,145
tam_l2_jpg.rf.4e0eaeced2b407a48aafa3e84e0b30ab.jpg,512,360,tanks,48,3,136,194
tam_l2_jpg.rf.4e0eaeced2b407a48aafa3e84e0b30ab.jpg,512,360,tanks,200,39,292,195
tam_l2_jpg.rf.4e0eaeced2b407a48aafa3e84e0b30ab.jpg,512,360,tanks,1,195,148,361
tam_l2_jpg.rf.4e0eaeced2b407a48aafa3e84e0b30ab.jpg,512,360,tanks,264,195,510,361
type_80_l3_jpg.rf.c0d93656e24785817c7c194320bf323f.jpg,400,266,tanks,129,1,305,87
type_80_l3_jpg.rf.c0d93656e24785817c7c194320bf323f.jpg,400,266,tanks,306,1,401,58
type_80_l3_jpg.rf.c0d93656e24785817c7c194320bf323f.jpg,400,266,tanks,181,110,244,123
type_80_l3_jpg.rf.c0d93656e24785817c7c194320bf323f.jpg,400,266,tanks,301,138,305,186
type_80_l3_jpg.rf.c0d93656e24785817c7c194320bf323f.jpg,400,266,tanks,305,110,401,154
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,1,1,42,32
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,66,1,149,32
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,17,37,120,126
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,142,34,256,121
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,1,159,57,276
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,92,154,243,270
ztq_15_l7_jpg.rf.010f6e1d18ecb2efac94893e579c09a0.jpg,400,300,tanks,260,140,401,259
tk_x_l9_jpg.rf.146192a67299d86e76e20cad591eecc5.jpg,512,278,tanks,63,57,513,279
m8_buford_l2_jpg.rf.1802eac2a921f3bd7a0e45eca92f520f.jpg,400,300,tanks,4,1,107,101
m8_buford_l2_jpg.rf.1802eac2a921f3bd7a0e45eca92f520f.jpg,400,300,tanks,175,1,265,128
m8_buford_l2_jpg.rf.1802eac2a921f3bd7a0e45eca92f520f.jpg,400,300,tanks,191,184,361,301
t84_l1_jpg.rf.7efd76f6936a6fa1e812cac18f5fea28.jpg,250,163,tanks,102,1,251,123
t64b1m_main_jpg.rf.920d5d1cc09ea404b0b0f29bba330518.jpg,300,200,tanks,1,31,114,125
t64b1m_main_jpg.rf.920d5d1cc09ea404b0b0f29bba330518.jpg,300,200,tanks,1,1,213,78
revolution_l2_jpg.rf.a37e5e2c3257cf092e27c1c1151888d1.jpg,400,300,tanks,1,234,401,301
t72m4_l8_jpg.rf.f6809f98b061738c0eec39be84a787c4.jpg,400,267,tanks,1,1,253,197
kaplan_l3_jpg.rf.e349c2ea25b233243805686155e0b04f.jpg,512,341,tanks,1,288,175,342
kaplan_l3_jpg.rf.e349c2ea25b233243805686155e0b04f.jpg,512,341,tanks,1,181,455,263
kaplan_l3_jpg.rf.e349c2ea25b233243805686155e0b04f.jpg,512,341,tanks,389,321,423,342
kaplan_l3_jpg.rf.e349c2ea25b233243805686155e0b04f.jpg,512,341,tanks,19,241,387,342
ikv_91_l6_jpg.rf.6656745befa082d50ac49dfee8985352.jpg,512,384,tanks,59,1,308,261
ikv_91_l6_jpg.rf.6656745befa082d50ac49dfee8985352.jpg,512,384,tanks,308,1,513,300
ikv_91_l6_jpg.rf.6656745befa082d50ac49dfee8985352.jpg,512,384,tanks,416,300,513,385
tm_800_main_jpg.rf.37e2277bb96e22afe196ac5216577345.jpg,512,384,tanks,37,1,269,154
tm_800_main_jpg.rf.37e2277bb96e22afe196ac5216577345.jpg,512,384,tanks,278,19,408,137
tm_800_main_jpg.rf.37e2277bb96e22afe196ac5216577345.jpg,512,384,tanks,1,208,277,385
tm_800_main_jpg.rf.37e2277bb96e22afe196ac5216577345.jpg,512,384,tanks,277,221,513,385
